agent,agent_type,wins,win_rate,total_profit,average_bid,efficiency,failed_bids,run,num_agents
AdaptiveAgent 10,AdaptiveAgent,4,0.13333333333333333,0,140.27272727272728,0.0,0,8,20
RandomAgent 11,RandomAgent,0,0.0,0,62.0,0,4,8,20
ConservativeAgent 12,ConservativeAgent,1,0.03333333333333333,0,120.66666666666667,0.0,0,8,20
AggressiveAgent 13,AggressiveAgent,0,0.0,0,72.07692307692308,0,2,8,20
SniperAgent 14,SniperAgent,0,0.0,0,31.333333333333332,0,0,8,20
AdaptiveAgent 15,AdaptiveAgent,8,0.26666666666666666,0,123.4375,0.0,0,8,20
RandomAgent 16,RandomAgent,0,0.0,0,74.0,0,4,8,20
ConservativeAgent 17,ConservativeAgent,3,0.1,0,104.9090909090909,0.0,0,8,20
AggressiveAgent 18,AggressiveAgent,2,0.06666666666666667,0,87.81818181818181,0.0,5,8,20
SniperAgent 19,SniperAgent,0,0.0,0,123.5,0,2,8,20
AdaptiveAgent 20,AdaptiveAgent,5,0.16666666666666666,3,136.3,0.004777070063694267,0,8,20
RandomAgent 1,RandomAgent,0,0.0,0,77.5,0,3,9,20
ConservativeAgent 2,ConservativeAgent,1,0.03333333333333333,0,78.91666666666667,0.0,0,9,20
AggressiveAgent 3,AggressiveAgent,1,0.03333333333333333,0,73.25,0.0,1,9,20
SniperAgent 4,SniperAgent,0,0.0,0,48.0,0,1,9,20
AdaptiveAgent 5,AdaptiveAgent,4,0.13333333333333333,0,158.7,0.0,0,9,20
RandomAgent 6,RandomAgent,0,0.0,0,70.77777777777777,0,5,9,20
ConservativeAgent 7,ConservativeAgent,2,0.06666666666666667,0,98.1,0.0,0,9,20
AggressiveAgent 8,AggressiveAgent,0,0.0,0,86.3,0,0,9,20
SniperAgent 9,SniperAgent,0,0.0,0,132.0,0,0,9,20
AdaptiveAgent 10,AdaptiveAgent,4,0.13333333333333333,0,136.77777777777777,0.0,0,9,20
RandomAgent 11,RandomAgent,0,0.0,0,104.16666666666667,0,2,9,20
ConservativeAgent 12,ConservativeAgent,2,0.06666666666666667,0,88.22222222222223,0.0,0,9,20
AggressiveAgent 13,AggressiveAgent,0,0.0,0,99.0,0,3,9,20
SniperAgent 14,SniperAgent,0,0.0,0,134.0,0,0,9,20
AdaptiveAgent 15,AdaptiveAgent,8,0.26666666666666666,0,134.4375,0.0,0,9,20
RandomAgent 16,RandomAgent,0,0.0,0,56.25,0,5,9,20
ConservativeAgent 17,ConservativeAgent,0,0.0,0,114.88888888888889,0,0,9,20
AggressiveAgent 18,AggressiveAgent,2,0.06666666666666667,0,90.11111111111111,0.0,2,9,20
SniperAgent 19,SniperAgent,0,0.0,0,28.333333333333332,0,2,9,20
AdaptiveAgent 20,AdaptiveAgent,6,0.2,8,151.8181818181818,0.00954653937947494,0,9,20
RandomAgent 1,RandomAgent,0,0.0,0,53.142857142857146,0,5,10,20
ConservativeAgent 2,ConservativeAgent,4,0.13333333333333333,1,88.61538461538461,0.001524390243902439,0,10,20
AggressiveAgent 3,AggressiveAgent,1,0.03333333333333333,0,78.54545454545455,0.0,3,10,20
SniperAgent 4,SniperAgent,0,0.0,0,83.0,0,0,10,20
AdaptiveAgent 5,AdaptiveAgent,8,0.26666666666666666,0,99.625,0.0,0,10,20
RandomAgent 6,RandomAgent,0,0.0,0,64.75,0,2,10,20
ConservativeAgent 7,ConservativeAgent,0,0.0,0,87.0,0,0,10,20
AggressiveAgent 8,AggressiveAgent,0,0.0,0,89.18181818181819,0,1,10,20
SniperAgent 9,SniperAgent,0,0.0,0,27.0,0,0,10,20
AdaptiveAgent 10,AdaptiveAgent,3,0.1,0,123.2,0.0,0,10,20
RandomAgent 11,RandomAgent,0,0.0,0,63.25,0,3,10,20
ConservativeAgent 12,ConservativeAgent,2,0.06666666666666667,0,83.61538461538461,0.0,0,10,20
AggressiveAgent 13,AggressiveAgent,0,0.0,0,70.0,0,3,10,20
SniperAgent 14,SniperAgent,1,0.03333333333333333,0,131.0,0.0,0,10,20
AdaptiveAgent 15,AdaptiveAgent,6,0.2,21,110.64285714285714,0.037037037037037035,0,10,20
RandomAgent 16,RandomAgent,0,0.0,0,46.125,0,4,10,20
ConservativeAgent 17,ConservativeAgent,4,0.13333333333333333,2,79.57142857142857,0.0058823529411764705,0,10,20
AggressiveAgent 18,AggressiveAgent,0,0.0,0,71.76923076923077,0,1,10,20
SniperAgent 19,SniperAgent,0,0.0,0,0,0,0,10,20
AdaptiveAgent 20,AdaptiveAgent,1,0.03333333333333333,0,107.66666666666667,0.0,0,10,20
